teamId,teamName,submissionDate,score
16371045,Lord Han Solo,2026-08-16 22:04:57,2.76
16364346,cstl,2026-08-16 14:55:12,2.70
16384837,Daniel Franzen,2026-08-16 09:00:36,2.58
16706087,rellik13,2026-08-16 22:24:00,2.53
15792174,Fufront-RyanX-AGI-Team,2026-08-17 00:01:24,2.33
15518436,Kevin E R MILLE,2026-08-16 14:13:45,2.22
16551138,Ethan Lee,2026-08-16 16:50:35,2.13
16438894,Nikita Sorokin,2026-08-14 19:30:46,2.10
15490570,@Abstraction Lab,2026-08-16 17:58:02,2.05
15605182,Logical Arbitrage,2026-08-16 11:15:02,2.03
16475658,Extremis,2026-08-16 08:35:35,2.03
16724574,egangu,2026-08-16 01:12:24,2.01
16496892,Muhammad Haaris 27083,2026-08-17 00:41:00,2.00
15488719,Yusaku Muroya,2026-08-16 12:47:37,1.98
15509520,UlinNuhaAbduh,2026-08-16 23:53:26,1.97
16497222,AI Winter,2026-08-16 05:48:35,1.94
16514219,SireeshLimbu,2026-08-17 00:05:07,1.93
16617501,AbeLincoln1865,2026-08-16 01:10:29,1.90
16623996,sawada,2026-08-17 00:24:08,1.90
16679890,Ryan #3,2026-08-16 00:30:44,1.88
