teamId,teamName,submissionDate,score
16364346,cstl,2026-08-25 12:08:56.900000,5.99
16371045,Lord Han Solo,2026-08-25 20:44:21.186000,4.99
15486995,Tufa Labs,2026-08-25 04:35:02.370000,4.67
15823039,Tong Hui Kang,2026-08-26 00:53:57.093000,3.39
16665305,Tony G,2026-08-26 00:43:50.766000,3.17
16384837,Daniel Franzen,2026-08-25 21:45:44.676000,2.88
15497833,Tony Li,2026-08-25 21:43:39.193000,2.80
16296124,Tatu Helander,2026-08-26 00:00:33.566000,2.78
15906822,Akhil Tolani,2026-08-25 17:08:30.110000,2.73
16617501,AbeLincoln1865,2026-08-25 11:08:55.243000,2.72
15972322,wking edewd,2026-08-22 02:47:50.063000,2.70
16766034,Diya Sharma,2026-08-24 11:20:25.040000,2.69
15653548,The AGI Boys,2026-08-26 08:35:48.893000,2.66
16537511,Vineeth Sai Varikuntla,2026-08-26 00:06:19.103000,2.65
15732416,Jonathan Wang2022,2026-08-26 00:20:00.776000,2.59
15522677,Junhua Yang,2026-08-25 20:08:19.020000,2.57
16620170,ocean240812,2026-08-25 04:12:04.246000,2.56
15906367,Silhouette,2026-08-25 00:50:08.490000,2.56
16061004,cocoaAI,2026-08-26 00:29:03.266000,2.56
16729238,Mengfei Li,2026-08-25 11:29:05.013000,2.55
