teamId,teamName,submissionDate,score
16364346,cstl,2026-08-18 17:18:10,3.57
16371045,Lord Han Solo,2026-08-18 22:35:51,2.76
15732416,Jonathan Wang2022,2026-08-18 14:32:33,2.59
16384837,Daniel Franzen,2026-08-18 19:59:07,2.58
16706087,rellik13,2026-08-18 11:15:22,2.53
16733280,Cyrus,2026-08-18 20:31:09,2.43
16623996,sawada,2026-08-19 00:37:50,2.37
16081764,YUTO KOJIMA,2026-08-19 00:08:58,2.37
16569113,Tanaka Ai24,2026-08-18 05:43:25,2.35
15634702,Simosc,2026-08-19 00:04:38,2.34
15792174,Fufront-RyanX-AGI-Team,2026-08-17 00:01:24,2.33
15493326,Benedicte HELFER,2026-08-18 15:56:05,2.29
15916756,MLRush,2026-08-18 08:37:23,2.24
15504856,FOYSAL,2026-08-18 12:59:41,2.23
16688248,Shicheng Rao,2026-08-19 00:25:33,2.23
