teamId,teamName,submissionDate,score
16364346,cstl,2026-08-15 23:31:07,2.70
16384837,Daniel Franzen,2026-08-15 08:41:35,2.58
15792174,Fufront-RyanX-AGI-Team,2026-08-15 15:39:25,2.25
16438894,Nikita Sorokin,2026-08-14 19:30:46,2.10
15488719,Yusaku Muroya,2026-08-15 02:36:59,1.98
15490570,aRc (binary relation),2026-08-15 18:14:55,1.91
16617501,AbeLincoln1865,2026-08-15 00:22:10,1.90
16679890,Ryan #3,2026-08-16 00:30:44,1.88
16081764,YUTO KOJIMA,2026-08-16 00:00:43,1.86
15916756,MLRush,2026-08-16 00:14:28,1.75
16557922,Andy liu,2026-08-03 12:09:06,1.69
16371045,Lord Han Solo,2026-08-15 03:52:56,1.65
16407743,Yasser Othman,2026-08-15 09:12:40,1.65
16680829,BambooCopter Analytics,2026-08-15 02:15:18,1.64
15735428,GeniusYY,2026-08-15 00:03:12,1.64
15491239,Tara Labs,2026-08-16 00:02:57,1.63
15783669,I forgot the name..,2026-08-15 07:01:45,1.62
16551828,Marseilles Bogano,2026-08-16 00:38:14,1.62
15486995,Tufa Labs,2026-08-15 19:47:39,1.62
15531704,Matija Ludvig ,2026-08-16 00:05:24,1.62
