teamId,teamName,submissionDate,score
16364346,cstl,2026-08-12 20:02:14.400000,2.70
16081764,YUTO KOJIMA,2026-08-13 00:09:39.413000,1.86
16557922,Andy liu,2026-08-03 12:09:06.573000,1.69
16371045,Lord Han Solo,2026-08-12 12:47:55.523000,1.65
16680829,BambooCopter Analytics,2026-08-12 06:01:38.090000,1.64
15735428,GeniusYY,2026-08-06 00:13:44.720000,1.64
15486995,Tufa Labs,2026-08-12 07:02:02.166000,1.62
16406081,Tecnod8.AI,2026-08-12 16:52:12.216000,1.61
15504856,FOYSAL,2026-08-12 15:08:06.630000,1.61
15494354,hvp,2026-08-11 15:56:16.526000,1.61
16025402,Helmut AGI,2026-08-12 04:12:55.043000,1.61
15632507,DhanaLakshmiMalla,2026-08-11 18:06:52.060000,1.60
15814821,Biubiu,2026-08-09 15:59:30.590000,1.58
15622956,ippeiogawa,2026-08-12 19:44:07.680000,1.58
16609469,Nkosi Ndwandwe,2026-08-13 00:01:49.006000,1.58
16475496,Yuchen20,2026-08-12 23:06:07.883000,1.58
15494569,kglctf,2026-08-12 22:18:41.683000,1.57
15488219,Mathurin Ache,2026-08-12 12:20:12.926000,1.56
16032510,anngle,2026-07-25 04:14:21.790000,1.56
15609417,NoOneAhead,2026-08-13 00:01:53.373000,1.56
